,location,number_of_accidents
34147,"(34.2085, -118.4825)",8
34148,"(34.2085, -118.4837)",74
34149,"(34.2086, -118.3496)",1
34150,"(34.2086, -118.4101)",1
34151,"(34.2087, -118.4101)",1
34152,"(34.2087, -118.4247)",21
34153,"(34.2088, -118.3531)",4
34154,"(34.2088, -118.4092)",2
34155,"(34.2088, -118.6136)",1
34156,"(34.2088, -118.6596)",1
34157,"(34.2089, -118.4178)",2
34158,"(34.2089, -118.6397)",1
34159,"(34.2089, -118.6585)",1
34160,"(34.209, -118.4177)",4
34161,"(34.209, -118.4206)",1
34162,"(34.209, -118.6382)",5
34163,"(34.2091, -118.4267)",16
34164,"(34.2091, -118.4741)",14
34165,"(34.2091, -118.6167)",1
34166,"(34.2091, -118.6173)",2
34167,"(34.2091, -118.6186)",1
34168,"(34.2092, -118.4144)",2
34169,"(34.2092, -118.5579)",3
34170,"(34.2092, -118.5603)",1
34171,"(34.2092, -118.5637)",1
34172,"(34.2092, -118.5666)",3
34173,"(34.2092, -118.6147)",3
34174,"(34.2092, -118.6278)",1
34175,"(34.2092, -118.6287)",2
34176,"(34.2092, -118.6305)",1
34177,"(34.2093, -118.3443)",48
34178,"(34.2093, -118.5055)",1
34179,"(34.2093, -118.5076)",1
34180,"(34.2093, -118.5215)",1
34181,"(34.2093, -118.523)",3
34182,"(34.2093, -118.5263)",1
34183,"(34.2093, -118.5301)",1
34184,"(34.2093, -118.5317)",1
34185,"(34.2093, -118.5347)",2
34186,"(34.2093, -118.5492)",2
34187,"(34.2093, -118.6205)",1
34188,"(34.2093, -118.6247)",1
34189,"(34.2094, -118.3485)",3
34190,"(34.2094, -118.3486)",5
34191,"(34.2094, -118.366)",2
34192,"(34.2094, -118.368)",1
34193,"(34.2094, -118.3703)",10
34194,"(34.2094, -118.3725)",3
34195,"(34.2094, -118.3747)",1
34196,"(34.2094, -118.3791)",6
34197,"(34.2094, -118.3995)",2
34198,"(34.2094, -118.4009)",1
34199,"(34.2094, -118.401)",1
34200,"(34.2094, -118.4022)",2
34201,"(34.2094, -118.4025)",1
34202,"(34.2094, -118.4053)",20
34203,"(34.2094, -118.4161)",2
34204,"(34.2094, -118.4204)",8
34205,"(34.2094, -118.452)",9
34206,"(34.2094, -118.4575)",2
34207,"(34.2094, -118.4706)",3
34208,"(34.2094, -118.5199)",1
34209,"(34.2094, -118.5404)",2
34210,"(34.2094, -118.5405)",3
34211,"(34.2094, -118.5425)",1
34212,"(34.2094, -118.5929)",3
34213,"(34.2094, -118.5994)",1
34214,"(34.2095, -118.4062)",3
34215,"(34.2095, -118.4208)",2
34216,"(34.2095, -118.4287)",25
34217,"(34.2095, -118.4306)",86
34218,"(34.2095, -118.4309)",51
34219,"(34.2095, -118.4311)",10
34220,"(34.2095, -118.5089)",1
34221,"(34.2095, -118.5956)",4
34222,"(34.2095, -118.6029)",2
34223,"(34.2095, -118.6234)",2
34224,"(34.2096, -118.3542)",2
34225,"(34.2096, -118.4176)",1
34226,"(34.2096, -118.4559)",1
34227,"(34.2096, -118.5551)",1
34228,"(34.2096, -118.5695)",1
34229,"(34.2096, -118.571)",19
34230,"(34.2096, -118.5732)",1
34231,"(34.2096, -118.5754)",21
34232,"(34.2096, -118.5852)",1
34233,"(34.2097, -118.4086)",3
34234,"(34.2097, -118.4217)",1
34235,"(34.2097, -118.5011)",7
34236,"(34.2097, -118.5023)",1
34237,"(34.2097, -118.5099)",2
34238,"(34.2097, -118.5112)",2
34239,"(34.2097, -118.5754)",2
34240,"(34.2097, -118.5771)",1
34241,"(34.2097, -118.6322)",3
34242,"(34.2098, -118.3493)",12
34243,"(34.2098, -118.5945)",2
34244,"(34.2098, -118.6445)",1
34245,"(34.2099, -118.5579)",3
34246,"(34.2099, -118.6365)",1
34247,"(34.2099, -118.6422)",1
34248,"(34.21, -118.4229)",15
34249,"(34.21, -118.5228)",1
34250,"(34.21, -118.5263)",1
34251,"(34.2101, -118.5535)",2
34252,"(34.2101, -118.5545)",2
34253,"(34.2101, -118.5666)",2
34254,"(34.2101, -118.5689)",1
34255,"(34.2101, -118.5975)",4
34256,"(34.2101, -118.5994)",7
34257,"(34.2101, -118.6103)",1
34258,"(34.2102, -118.4267)",1
34259,"(34.2102, -118.5317)",3
34260,"(34.2102, -118.5361)",22
34261,"(34.2102, -118.5379)",10
34262,"(34.2102, -118.5381)",1
34263,"(34.2102, -118.5404)",4
34264,"(34.2102, -118.5425)",2
34265,"(34.2102, -118.5448)",5
34266,"(34.2102, -118.5492)",6
34267,"(34.2102, -118.5535)",7
34268,"(34.2102, -118.6356)",7
34269,"(34.2103, -118.3485)",6
34270,"(34.2103, -118.3635)",1
34271,"(34.2103, -118.366)",1
34272,"(34.2103, -118.3681)",1
34273,"(34.2103, -118.3692)",1
34274,"(34.2103, -118.3703)",19
34275,"(34.2103, -118.3715)",5
34276,"(34.2103, -118.3725)",2
34277,"(34.2103, -118.3736)",6
34278,"(34.2103, -118.3747)",2
34279,"(34.2103, -118.3758)",4
34280,"(34.2103, -118.3769)",3
34281,"(34.2103, -118.3791)",12
34282,"(34.2103, -118.3801)",2
34283,"(34.2103, -118.3812)",1
34284,"(34.2103, -118.3823)",1
34285,"(34.2103, -118.3834)",4
34286,"(34.2103, -118.3878)",1
34287,"(34.2103, -118.3921)",3
34288,"(34.2103, -118.3932)",1
34289,"(34.2103, -118.3943)",4
34290,"(34.2103, -118.3954)",4
34291,"(34.2103, -118.3965)",12
34292,"(34.2103, -118.3995)",3
34293,"(34.2103, -118.4124)",2
34294,"(34.2103, -118.4133)",3
34295,"(34.2103, -118.4144)",4
34296,"(34.2103, -118.4488)",108
34297,"(34.2103, -118.4494)",16
34298,"(34.2103, -118.452)",18
34299,"(34.2103, -118.4529)",1
34300,"(34.2103, -118.4555)",1
34301,"(34.2103, -118.4575)",19
34302,"(34.2103, -118.4584)",36
34303,"(34.2103, -118.4629)",7
34304,"(34.2103, -118.4662)",2
34305,"(34.2103, -118.4684)",1
34306,"(34.2103, -118.4706)",3
34307,"(34.2103, -118.4771)",1
34308,"(34.2103, -118.4793)",3
34309,"(34.2103, -118.5906)",1
34310,"(34.2103, -118.5929)",1
34311,"(34.2103, -118.6016)",1
34312,"(34.2103, -118.6147)",2
34313,"(34.2104, -118.3976)",3
34314,"(34.2104, -118.4267)",4
34315,"(34.2104, -118.4276)",4
34316,"(34.2104, -118.5798)",1
34317,"(34.2105, -118.3414)",2
34318,"(34.2105, -118.3564)",33
34319,"(34.2105, -118.3635)",2
34320,"(34.2105, -118.4053)",1
34321,"(34.2105, -118.4087)",1
34322,"(34.2105, -118.5011)",1
34323,"(34.2105, -118.5237)",1
34324,"(34.2106, -118.4105)",3
34325,"(34.2106, -118.5579)",2
34326,"(34.2106, -118.604)",1
34327,"(34.2106, -118.6296)",1
34328,"(34.2107, -118.3443)",4
34329,"(34.2107, -118.3458)",1
34330,"(34.2107, -118.3485)",28
34331,"(34.2107, -118.3496)",2
34332,"(34.2107, -118.3507)",4
34333,"(34.2107, -118.5263)",1
34334,"(34.2107, -118.5273)",22
34335,"(34.2107, -118.5292)",1
34336,"(34.2107, -118.6029)",1
34337,"(34.2107, -118.6464)",4
34338,"(34.2107, -118.6466)",8
34339,"(34.2107, -118.6486)",2
34340,"(34.2107, -118.6522)",1
34341,"(34.2107, -118.6538)",1
34342,"(34.2108, -118.3564)",1
34343,"(34.2108, -118.3719)",4
34344,"(34.2108, -118.3889)",1
34345,"(34.2108, -118.4096)",1
34346,"(34.2108, -118.4311)",5
34347,"(34.2108, -118.5623)",7
34348,"(34.2108, -118.5627)",1
34349,"(34.2108, -118.5666)",4
34350,"(34.2108, -118.571)",11
34351,"(34.2108, -118.5754)",7
34352,"(34.2108, -118.5787)",1
34353,"(34.2108, -118.5798)",27
34354,"(34.2108, -118.6081)",1
34355,"(34.2109, -118.3458)",1
34356,"(34.2109, -118.3519)",2
34357,"(34.2109, -118.4088)",1
34358,"(34.211, -118.6272)",1
34359,"(34.211, -118.6278)",1
34360,"(34.2111, -118.3564)",4
34361,"(34.2111, -118.4106)",61
34362,"(34.2111, -118.5404)",3
34363,"(34.2111, -118.5492)",2
34364,"(34.2111, -118.5906)",2
34365,"(34.2111, -118.5929)",2
34366,"(34.2111, -118.6205)",1
34367,"(34.2112, -118.3636)",2
34368,"(34.2112, -118.366)",1
34369,"(34.2112, -118.3791)",2
34370,"(34.2112, -118.3845)",1
34371,"(34.2112, -118.4066)",1
34372,"(34.2112, -118.4088)",1
34373,"(34.2112, -118.4264)",1
34374,"(34.2112, -118.4684)",1
34375,"(34.2112, -118.5142)",3
34376,"(34.2112, -118.5809)",1
34377,"(34.2113, -118.3432)",2
34378,"(34.2114, -118.3496)",3
34379,"(34.2114, -118.4201)",4
34380,"(34.2114, -118.4341)",3
34381,"(34.2114, -118.453)",2
34382,"(34.2114, -118.5263)",4
34383,"(34.2115, -118.343)",5
34384,"(34.2115, -118.3466)",2
34385,"(34.2115, -118.4117)",1
34386,"(34.2115, -118.4311)",1
34387,"(34.2115, -118.4837)",2
34388,"(34.2115, -118.5236)",2
34389,"(34.2116, -118.3429)",2
34390,"(34.2116, -118.353)",3
34391,"(34.2116, -118.3542)",5
34392,"(34.2116, -118.5666)",4
34393,"(34.2116, -118.5667)",2
34394,"(34.2116, -118.5754)",6
34395,"(34.2117, -118.3542)",1
34396,"(34.2117, -118.3553)",1
34397,"(34.2117, -118.4209)",3
34398,"(34.2117, -118.4345)",1
34399,"(34.2118, -118.3575)",4
34400,"(34.2118, -118.4108)",10
34401,"(34.2119, -118.5689)",2
34402,"(34.2119, -118.5699)",1
34403,"(34.2119, -118.571)",2
34404,"(34.2119, -118.5809)",2
34405,"(34.2119, -118.5826)",5
34406,"(34.2119, -118.5896)",1
34407,"(34.2119, -118.5929)",2
34408,"(34.2119, -118.5939)",1
34409,"(34.2119, -118.5948)",2
34410,"(34.2119, -118.5975)",17
34411,"(34.2119, -118.5994)",2
34412,"(34.2119, -118.6017)",14
34413,"(34.2119, -118.6104)",3
34414,"(34.2119, -118.6137)",1
34415,"(34.2119, -118.6147)",12
34416,"(34.2119, -118.6157)",1
34417,"(34.2119, -118.6167)",1
34418,"(34.2119, -118.6176)",1
34419,"(34.2119, -118.6205)",5
34420,"(34.2119, -118.6234)",9
34421,"(34.2119, -118.6278)",2
34422,"(34.2119, -118.6287)",1
34423,"(34.2119, -118.6311)",1
34424,"(34.2119, -118.6322)",10
34425,"(34.2119, -118.6336)",1
34426,"(34.2119, -118.6355)",1
34427,"(34.2119, -118.6365)",2
34428,"(34.2119, -118.6389)",4
34429,"(34.2119, -118.6407)",1
34430,"(34.2119, -118.6424)",4
34431,"(34.2119, -118.6451)",8
34432,"(34.2119, -118.6464)",4
34433,"(34.212, -118.4488)",14
34434,"(34.212, -118.5154)",2
34435,"(34.212, -118.5174)",1
34436,"(34.212, -118.5186)",10
34437,"(34.212, -118.5205)",2
34438,"(34.212, -118.5273)",4
34439,"(34.212, -118.5284)",1
34440,"(34.212, -118.5317)",10
34441,"(34.212, -118.5361)",39
34442,"(34.212, -118.5374)",3
34443,"(34.212, -118.5404)",6
34444,"(34.212, -118.5405)",3
34445,"(34.212, -118.5425)",3
34446,"(34.212, -118.5448)",6
34447,"(34.212, -118.5492)",5
34448,"(34.212, -118.5535)",19
34449,"(34.212, -118.5579)",3
34450,"(34.212, -118.5613)",3
34451,"(34.212, -118.5623)",11
34452,"(34.212, -118.5667)",2
34453,"(34.212, -118.5754)",12
34454,"(34.212, -118.5841)",3
34455,"(34.212, -118.5866)",1
34456,"(34.212, -118.5874)",1
34457,"(34.212, -118.5885)",29
34458,"(34.212, -118.5956)",6
34459,"(34.2121, -118.3419)",1
34460,"(34.2121, -118.3485)",11
34461,"(34.2121, -118.3638)",5
34462,"(34.2121, -118.3639)",3
34463,"(34.2121, -118.366)",3
34464,"(34.2121, -118.3681)",1
34465,"(34.2121, -118.3692)",1
34466,"(34.2121, -118.3703)",24
34467,"(34.2121, -118.3715)",1
34468,"(34.2121, -118.3725)",3
34469,"(34.2121, -118.3747)",5
34470,"(34.2121, -118.3758)",1
34471,"(34.2121, -118.3769)",1
34472,"(34.2121, -118.3779)",1
34473,"(34.2121, -118.3791)",13
34474,"(34.2121, -118.3818)",1
34475,"(34.2121, -118.3834)",5
34476,"(34.2121, -118.3845)",4
34477,"(34.2121, -118.3856)",2
34478,"(34.2121, -118.3861)",1
34479,"(34.2121, -118.3867)",2
34480,"(34.2121, -118.3878)",55
34481,"(34.2121, -118.3889)",16
34482,"(34.2121, -118.3899)",1
34483,"(34.2121, -118.39)",6
34484,"(34.2121, -118.3921)",5
34485,"(34.2121, -118.3943)",6
34486,"(34.2121, -118.3954)",4
34487,"(34.2121, -118.3965)",23
34488,"(34.2121, -118.3976)",3
34489,"(34.2121, -118.3977)",6
34490,"(34.2121, -118.3988)",2
34491,"(34.2121, -118.3998)",8
34492,"(34.2121, -118.4009)",2
34493,"(34.2121, -118.4015)",6
34494,"(34.2121, -118.4021)",11
34495,"(34.2121, -118.4034)",6
34496,"(34.2121, -118.4042)",9
34497,"(34.2121, -118.4053)",19
34498,"(34.2121, -118.4069)",1
34499,"(34.2121, -118.4071)",1
34500,"(34.2121, -118.4144)",8
34501,"(34.2121, -118.4157)",2
34502,"(34.2121, -118.4221)",3
34503,"(34.2121, -118.4618)",1
34504,"(34.2121, -118.4629)",5
34505,"(34.2121, -118.4661)",28
34506,"(34.2121, -118.4662)",38
34507,"(34.2121, -118.4678)",3
34508,"(34.2121, -118.4684)",2
34509,"(34.2121, -118.4687)",1
34510,"(34.2121, -118.4706)",3
34511,"(34.2121, -118.4738)",1
34512,"(34.2121, -118.4749)",5
34513,"(34.2121, -118.475)",9
34514,"(34.2121, -118.4771)",8
34515,"(34.2121, -118.4793)",7
34516,"(34.2121, -118.5011)",18
34517,"(34.2121, -118.5024)",1
34518,"(34.2121, -118.5027)",1
34519,"(34.2121, -118.504)",1
34520,"(34.2121, -118.5044)",1
34521,"(34.2121, -118.5055)",4
34522,"(34.2121, -118.5066)",2
34523,"(34.2121, -118.5077)",3
34524,"(34.2121, -118.5087)",2
34525,"(34.2121, -118.5099)",19
34526,"(34.2121, -118.5118)",2
34527,"(34.2121, -118.5143)",1
34528,"(34.2121, -118.5175)",2
34529,"(34.2121, -118.5215)",1
34530,"(34.2121, -118.5225)",6
34531,"(34.2121, -118.5231)",2
34532,"(34.2121, -118.5336)",2
34533,"(34.2121, -118.5535)",2
34534,"(34.2121, -118.5546)",4
34535,"(34.2122, -118.3415)",2
34536,"(34.2122, -118.4128)",1
34537,"(34.2122, -118.4287)",2
34538,"(34.2122, -118.4311)",6
34539,"(34.2123, -118.3475)",4
34540,"(34.2123, -118.3485)",14
34541,"(34.2123, -118.4169)",4
34542,"(34.2123, -118.4219)",1
34543,"(34.2123, -118.5724)",1
34544,"(34.2123, -118.606)",1
34545,"(34.2124, -118.3393)",1
34546,"(34.2124, -118.3422)",1
34547,"(34.2124, -118.3542)",1
34548,"(34.2124, -118.4309)",1
34549,"(34.2124, -118.4377)",1
34550,"(34.2124, -118.439)",5
34551,"(34.2124, -118.4399)",2
34552,"(34.2124, -118.5667)",3
34553,"(34.2124, -118.5715)",1
34554,"(34.2124, -118.5754)",2
34555,"(34.2124, -118.6407)",1
34556,"(34.2124, -118.6424)",2
34557,"(34.2124, -118.6573)",1
34558,"(34.2125, -118.353)",2
34559,"(34.2125, -118.4195)",87
34560,"(34.2125, -118.4237)",1
34561,"(34.2125, -118.4566)",1
34562,"(34.2126, -118.4368)",2
34563,"(34.2127, -118.3485)",4
34564,"(34.2127, -118.4168)",3
34565,"(34.2127, -118.4287)",21
34566,"(34.2127, -118.4309)",24
34567,"(34.2128, -118.3747)",2
34568,"(34.2128, -118.378)",1
34569,"(34.2128, -118.3806)",1
34570,"(34.2128, -118.4129)",1
34571,"(34.2128, -118.4179)",3
34572,"(34.2128, -118.4426)",5
34573,"(34.2128, -118.445)",43
34574,"(34.2128, -118.4451)",7
34575,"(34.2128, -118.4837)",9
34576,"(34.2128, -118.5077)",1
34577,"(34.2128, -118.5109)",1
34578,"(34.2128, -118.5118)",1
34579,"(34.2128, -118.5197)",3
34580,"(34.2128, -118.5263)",2
34581,"(34.2128, -118.5546)",1
34582,"(34.2128, -118.5579)",5
34583,"(34.2128, -118.5896)",3
34584,"(34.2128, -118.5929)",4
34585,"(34.2128, -118.606)",2
34586,"(34.2128, -118.6104)",3
34587,"(34.2129, -118.3482)",1
34588,"(34.2129, -118.4267)",1
34589,"(34.2129, -118.436)",1
34590,"(34.2129, -118.5231)",3
34591,"(34.2129, -118.5405)",1
34592,"(34.2129, -118.5425)",1
34593,"(34.2129, -118.6016)",9
34594,"(34.2129, -118.6029)",3
34595,"(34.2129, -118.6044)",1
34596,"(34.2129, -118.6049)",1
34597,"(34.2129, -118.606)",21
34598,"(34.2129, -118.6082)",2
34599,"(34.2129, -118.6094)",1
34600,"(34.213, -118.3482)",48
34601,"(34.213, -118.3639)",1
34602,"(34.213, -118.3921)",5
34603,"(34.213, -118.4189)",1
34604,"(34.213, -118.4311)",4
34605,"(34.213, -118.5374)",1
34606,"(34.213, -118.5492)",1
34607,"(34.213, -118.6458)",37
34608,"(34.2131, -118.3954)",1
34609,"(34.2131, -118.4095)",1
34610,"(34.2131, -118.4584)",5
34611,"(34.2131, -118.4837)",1
34612,"(34.2131, -118.5851)",2
34613,"(34.2132, -118.3424)",1
34614,"(34.2132, -118.4311)",1
34615,"(34.2132, -118.4352)",5
34616,"(34.2132, -118.4968)",9
34617,"(34.2132, -118.5011)",43
34618,"(34.2132, -118.5623)",7
34619,"(34.2132, -118.5641)",1
34620,"(34.2132, -118.565)",1
34621,"(34.2132, -118.5667)",2
34622,"(34.2132, -118.571)",17
34623,"(34.2132, -118.5724)",2
34624,"(34.2132, -118.5732)",1
34625,"(34.2132, -118.5733)",2
34626,"(34.2132, -118.5754)",8
34627,"(34.2132, -118.5772)",3
34628,"(34.2132, -118.5781)",1
34629,"(34.2132, -118.5798)",16
34630,"(34.2133, -118.3467)",2
34631,"(34.2133, -118.5808)",1
34632,"(34.2133, -118.5835)",1
34633,"(34.2133, -118.6425)",1
34634,"(34.2133, -118.6478)",1
34635,"(34.2134, -118.3379)",1
34636,"(34.2134, -118.4227)",5
34637,"(34.2134, -118.4246)",7
34638,"(34.2134, -118.4488)",109
34639,"(34.2134, -118.4493)",30
34640,"(34.2134, -118.5197)",1
34641,"(34.2134, -118.5237)",1
34642,"(34.2135, -118.3531)",3
34643,"(34.2135, -118.3747)",2
34644,"(34.2135, -118.3755)",1
34645,"(34.2135, -118.3764)",2
34646,"(34.2135, -118.378)",4
34647,"(34.2135, -118.3791)",6
34648,"(34.2135, -118.4132)",1
34649,"(34.2135, -118.4511)",1
34650,"(34.2135, -118.4601)",1
34651,"(34.2135, -118.525)",3
34652,"(34.2135, -118.5579)",2
34653,"(34.2135, -118.5816)",1
34654,"(34.2135, -118.6137)",1
34655,"(34.2136, -118.4311)",1
34656,"(34.2136, -118.4345)",4
34657,"(34.2136, -118.4837)",1
34658,"(34.2136, -118.5818)",1
34659,"(34.2136, -118.5828)",1
34660,"(34.2136, -118.5896)",1
34661,"(34.2136, -118.5912)",32
34662,"(34.2136, -118.5929)",2
34663,"(34.2137, -118.4099)",1
34664,"(34.2137, -118.4144)",5
34665,"(34.2137, -118.4154)",1
34666,"(34.2137, -118.6016)",4
34667,"(34.2137, -118.6026)",1
34668,"(34.2137, -118.6039)",1
34669,"(34.2137, -118.6049)",1
34670,"(34.2137, -118.6147)",1
34671,"(34.2137, -118.6167)",1
34672,"(34.2137, -118.6234)",1
34673,"(34.2138, -118.3375)",2
34674,"(34.2138, -118.3486)",1
34675,"(34.2138, -118.366)",1
34676,"(34.2138, -118.3803)",2
34677,"(34.2138, -118.4119)",2
34678,"(34.2138, -118.4206)",1
34679,"(34.2138, -118.4553)",17
34680,"(34.2138, -118.4618)",34
34681,"(34.2138, -118.5361)",3
34682,"(34.2138, -118.5426)",1
34683,"(34.2138, -118.5448)",8
34684,"(34.2138, -118.5492)",3
34685,"(34.2138, -118.5535)",9
34686,"(34.2138, -118.5885)",1
34687,"(34.2139, -118.3641)",1
34688,"(34.2139, -118.366)",1
34689,"(34.2139, -118.3671)",1
34690,"(34.2139, -118.3693)",1
34691,"(34.2139, -118.3703)",31
34692,"(34.2139, -118.3747)",3
34693,"(34.2139, -118.3818)",4
34694,"(34.2139, -118.3834)",4
34695,"(34.2139, -118.3856)",4
34696,"(34.2139, -118.3867)",1
34697,"(34.2139, -118.3878)",28
34698,"(34.2139, -118.3889)",2
34699,"(34.2139, -118.3899)",1
34700,"(34.2139, -118.3921)",3
34701,"(34.2139, -118.3944)",1
34702,"(34.2139, -118.3954)",6
34703,"(34.2139, -118.3965)",7
34704,"(34.2139, -118.4337)",2
34705,"(34.2139, -118.4793)",9
34706,"(34.2139, -118.4815)",1
34707,"(34.2139, -118.4837)",20
34708,"(34.2139, -118.5055)",1
34709,"(34.2139, -118.5072)",1
34710,"(34.2139, -118.5077)",1
34711,"(34.2139, -118.5243)",1
34712,"(34.2139, -118.5273)",29
34713,"(34.2139, -118.5317)",7
34714,"(34.2139, -118.5347)",3
34715,"(34.2139, -118.5361)",24
34716,"(34.2139, -118.5768)",2
34717,"(34.2139, -118.6103)",28
34718,"(34.214, -118.3531)",3
34719,"(34.214, -118.3542)",2
34720,"(34.214, -118.3553)",2
34721,"(34.214, -118.3591)",12
34722,"(34.214, -118.3615)",1
34723,"(34.214, -118.3977)",1
34724,"(34.214, -118.3988)",1
34725,"(34.214, -118.4205)",1
34726,"(34.214, -118.4618)",8
34727,"(34.214, -118.4629)",6
34728,"(34.214, -118.5754)",3
34729,"(34.214, -118.606)",2
34730,"(34.214, -118.6104)",1
34731,"(34.2141, -118.3564)",3
34732,"(34.2141, -118.3576)",7
34733,"(34.2141, -118.3604)",1
34734,"(34.2141, -118.3609)",2
34735,"(34.2141, -118.3618)",1
34736,"(34.2141, -118.4661)",2
34737,"(34.2141, -118.5603)",1
34738,"(34.2141, -118.5667)",3
34739,"(34.2142, -118.3486)",2
34740,"(34.2142, -118.378)",1
34741,"(34.2142, -118.3998)",3
34742,"(34.2142, -118.4021)",1
34743,"(34.2142, -118.4661)",122
34744,"(34.2142, -118.5077)",1
34745,"(34.2142, -118.5197)",2
34746,"(34.2142, -118.5579)",1
34747,"(34.2143, -118.4009)",3
34748,"(34.2143, -118.402)",1
34749,"(34.2143, -118.4227)",2
34750,"(34.2143, -118.4488)",75
34751,"(34.2143, -118.4837)",3
34752,"(34.2143, -118.5109)",1
34753,"(34.2143, -118.5534)",27
34754,"(34.2143, -118.5666)",33
34755,"(34.2143, -118.6206)",6
34756,"(34.2144, -118.337)",3
34757,"(34.2144, -118.3526)",1
34758,"(34.2144, -118.4103)",2
34759,"(34.2144, -118.4192)",1
34760,"(34.2144, -118.5866)",1
34761,"(34.2144, -118.5929)",5
34762,"(34.2144, -118.5994)",1
34763,"(34.2145, -118.4309)",2
34764,"(34.2145, -118.4399)",1
34765,"(34.2145, -118.5222)",2
34766,"(34.2145, -118.5235)",2
34767,"(34.2146, -118.4164)",2
34768,"(34.2146, -118.4488)",1
34769,"(34.2146, -118.5056)",12
34770,"(34.2146, -118.5317)",15
34771,"(34.2147, -118.348)",3
34772,"(34.2147, -118.4173)",2
34773,"(34.2147, -118.4575)",1
34774,"(34.2147, -118.4593)",1
34775,"(34.2147, -118.5142)",10
34776,"(34.2147, -118.523)",28
34777,"(34.2147, -118.5317)",4
34778,"(34.2147, -118.5405)",2
34779,"(34.2147, -118.5426)",3
34780,"(34.2147, -118.5754)",1
34781,"(34.2147, -118.5951)",3
34782,"(34.2148, -118.3538)",1
34783,"(34.2148, -118.3618)",6
34784,"(34.2148, -118.378)",6
34785,"(34.2148, -118.3878)",7
34786,"(34.2148, -118.3899)",2
34787,"(34.2148, -118.39)",1
34788,"(34.2148, -118.3921)",2
34789,"(34.2148, -118.432)",1
34790,"(34.2148, -118.4451)",2
34791,"(34.2148, -118.4602)",1
34792,"(34.2148, -118.4815)",1
34793,"(34.2148, -118.4837)",6
34794,"(34.2148, -118.4925)",5
34795,"(34.2148, -118.4947)",1
34796,"(34.2148, -118.4968)",5
34797,"(34.2148, -118.5404)",25
34798,"(34.2148, -118.5405)",3
34799,"(34.2148, -118.5492)",2
34800,"(34.2148, -118.5623)",1
34801,"(34.2148, -118.5696)",1
34802,"(34.2148, -118.5768)",1
34803,"(34.2149, -118.3747)",3
34804,"(34.2149, -118.4063)",2
34805,"(34.2149, -118.4075)",3
34806,"(34.2149, -118.425)",2
34807,"(34.2149, -118.4254)",2
34808,"(34.2149, -118.4258)",1
34809,"(34.2149, -118.4267)",2
34810,"(34.2149, -118.4674)",21
34811,"(34.2149, -118.5167)",1
34812,"(34.2149, -118.6303)",1
34813,"(34.2149, -118.6311)",1
34814,"(34.2149, -118.6322)",1
34815,"(34.215, -118.3369)",1
34816,"(34.215, -118.4185)",1
34817,"(34.215, -118.4227)",2
34818,"(34.215, -118.461)",1
34819,"(34.215, -118.522)",1
34820,"(34.2151, -118.6451)",2
34821,"(34.2152, -118.3541)",3
34822,"(34.2152, -118.3576)",1
34823,"(34.2152, -118.4488)",131
34824,"(34.2152, -118.451)",4
34825,"(34.2152, -118.4531)",1
34826,"(34.2152, -118.4553)",17
34827,"(34.2152, -118.4619)",3
34828,"(34.2152, -118.5896)",1
34829,"(34.2153, -118.4309)",10
34830,"(34.2153, -118.4409)",56
34831,"(34.2153, -118.4519)",26
34832,"(34.2153, -118.4553)",2
34833,"(34.2153, -118.4565)",5
34834,"(34.2154, -118.3369)",1
34835,"(34.2154, -118.4574)",5
34836,"(34.2154, -118.4627)",1
34837,"(34.2154, -118.6263)",1
34838,"(34.2155, -118.3464)",1
34839,"(34.2155, -118.4287)",6
34840,"(34.2155, -118.4636)",2
34841,"(34.2155, -118.6016)",28
34842,"(34.2155, -118.6049)",2
34843,"(34.2155, -118.6137)",1
34844,"(34.2155, -118.6147)",1
34845,"(34.2155, -118.6157)",3
34846,"(34.2155, -118.6167)",2
34847,"(34.2155, -118.6186)",1
34848,"(34.2155, -118.619)",2
34849,"(34.2155, -118.6196)",1
34850,"(34.2155, -118.6205)",1
34851,"(34.2155, -118.6234)",9
34852,"(34.2155, -118.6245)",1
